From	To
A0A126GVP8	NP_001004711.1
P0C645	NP_001304036.1
A0A126GVR8	NP_001001912.2
A0A126GW41	NP_001001674.1
Q6IEY1	NP_001005221.2
Q6IEY1	NP_001005224.1
Q6IEY1	NP_001005277.1
Q6IEY1	XP_016857897.1
Q6IEY1	XP_016857898.1
Q6IEY1	XP_016857899.1
Q6IEY1	XP_016857900.1
Q6IEY1	XP_016864827.1
Q8NGB9	NP_001005326.1
A0A126GVS2	NP_001004714.1
A0A126GVP2	NP_001004712.1
Q8NH41	NP_001005486.1
A0A126GVZ4	NP_001004715.1
A0A126GVP5	NP_001005501.1
A0A126GVN5	NP_001005483.1
Q8NH43	NP_001004717.1
Q8NGD0	NP_001005500.1
Q8NGB6	NP_001004719.2
A0A126GVN2	NP_001005241.2
Q8IXE1	NP_001004724.1
Q8NGL7	NP_001004124.1
A0A126GVU1	NP_001004725.1
Q8NH73	NP_001004059.2
Q8NH49	NP_001004726.1
A0A126GVL5	NP_001004727.1
Q8NGJ7	NP_001004748.1
Q8NH64	NP_001004749.1
A0A126GWB2	NP_149420.4
Q9Y5P0	NP_149419.2
Q9H339	NP_001005567.2
Q9H340	NP_001004750.1
A0A126GVM2	NP_001004751.1
A0A126GVF8	NP_689643.2
Q9H255	NP_110401.1
Q8NGK0	NP_001005238.1
Q8NH63	NP_001335220.1
Q9H343	NP_001005288.1
A0A126GVE9	NP_001004754.1
Q8NGJ5	NP_001004755.1
Q8NGJ8	NP_001004758.1
A0A0C4DFX5	NP_001004759.1
Q9UKL2	NP_036507.2
A0A126GWD2	NP_001005160.1
A0A126GW82	NP_001005161.2
Q8NGF0	NP_001005162.2
A0A126GVG9	NP_001005163.1
A0A126GVK5	NP_001005167.1
A0A126GVH0	NP_001005168.1
Q8NGJ2	NP_001005289.1
Q8NGK6	NP_001005169.1
A0A126GWK8	NP_001005170.1
Q8NGK3	NP_001005172.2
Q8NGK5	NP_001004137.1
Q8NH53	NP_001001913.1
Q8NGI2	NP_001005175.3
Q8NGI2	XP_016873200.1
Q8NGI2	XP_016873201.1
Q8NGI2	XP_016873202.1
Q8NH56	NP_001001922.2
P0C646	NP_001335186.1
A0A126GVB5	NP_001001917.2
Q8NH54	NP_001003443.2
A0A126GWQ5	NP_001005179.2
P0C7T3	NP_001139505.1
A0A126GVD5	NP_001001954.1
Q9NZP5	NP_473447.1
A0A126GW20	NP_001005323.1
Q8NGI8	NP_001004729.1
Q8NGP9	NP_001004730.1
Q8N127	NP_001001921.1
Q8NGF7	NP_001005489.1
Q96R09	NP_001005566.1
A6NL26	NP_001005218.1
A0A126GVH3	NP_001005469.1
A0A126GW42	NP_001001923.1
Q8NGL4	NP_001001967.1
Q8NGL1	NP_001001952.1
A6NKK0	NP_001005338.1
A6NHG9	NP_001005514.1
A6NDH6	NP_001005515.1
Q8NGV7	NP_001005482.1
Q13606	NP_006628.1
A0A126GVP0	NP_001005492.1
Q8NHB7	NP_001004736.2
A0A126GVB4	NP_001004737.1
A6NET4	NP_001005516.1
A0A126GVL0	NP_001004738.1
Q8NGL0	NP_001004739.1
Q8NGP8	NP_001004740.1
Q6IEU7	NP_001004741.1
Q96RB7	NP_001005245.1
Q8NGP4	NP_001004742.2
A0A126GWD6	NP_001005282.1
Q8NGP3	NP_001004743.1
A0A126GVJ7	NP_703145.1
A0A126GVE6	NP_703146.1
A0A126GVL6	NP_001004745.1
A0A126GV99	NP_110503.3
A0A126GV99	XP_011513231.1
A0A126GV99	XP_011513232.1
O95222	NP_003687.2
O95007	NP_001005281.1
Q6IFH4	NP_001005853.1
A0A126GW05	NP_473446.1
Q9NZP0	NP_473445.1
A0A126GW15	NP_001005493.1
A0A126GW71	NP_001005518.1
A6NDL8	NP_001005519.2
A0A126GW13	NP_001005490.1
A0A126GW13	XP_016874615.1
A6NL08	NP_001005497.1
A0A126GW16	NP_001005183.1
Q8NGC5	NP_001335162.1
A0A126GV58	NP_001005279.1
Q8NGY3	NP_001005327.2
Q8NGM8	NP_001005325.1
Q8NGY5	NP_001005185.1
Q8NGY5	XP_016855814.1
Q8NGY5	XP_016855815.1
Q8NGY5	XP_016855816.1
A0A126GV57	NP_001005278.1
Q8NGX9	NP_001153797.1
A0A126GVP6	NP_001005186.2
Q8NH40	NP_001001968.1
Q8NGN1	NP_001005187.1
Q8N148	NP_001001667.1
Q8NH79	NP_001005188.1
A0A126GVC8	NP_001005190.1
O14581	NP_112163.1
Q15622	NP_059976.1
Q15622	XP_011526214.1
Q15622	XP_011526215.1
Q96RA2	NP_787079.1
Q6IFN5	NP_001073404.1
A0A126GVS6	NP_001005192.2
A0A126GW43	NP_001005193.1
Q8NG95	NP_001001958.1
Q8NGG6	NP_001005195.1
A0A126GVQ4	NP_001005468.1
A0A126GVQ4	XP_016873024.1
A0A126GVQ4	XP_016873025.1
A0A126GVG6	NP_001002917.1
A0A126GVG3	NP_001002918.1
Q8NGM9	NP_001005197.1
A0A126GVX6	NP_001002905.1
Q6IF36	NP_001278367.1
Q8NGG4	NP_001005199.1
Q8N162	NP_001005200.1
Q8NGP2	NP_001005205.2
Q8NGG0	NP_001004064.1
Q8NGG5	NP_001002907.1
Q8NH51	NP_001005202.1
Q8NH50	NP_001004058.2
Q8NH09	NP_001005203.2
Q8NH10	NP_001005204.1
Q8NH85	NP_001004744.1
P0C7N5	NP_001013375.1
A0A126GVB1	NP_001001656.1
Q8NGQ1	NP_001005284.1
A0A126GVJ4	NP_001005211.1
Q8NGE7	NP_001005243.1
Q8NGE9	NP_001005283.1
Q96D31	NP_116179.2
Q96SN7	NP_001119812.1
Q96SN7	NP_001258747.1
Q96SN7	NP_116220.1
Q9BRQ5	NP_689501.1
Q9Y619	NP_055067.1
Q13416	NP_006181.1
Q13416	XP_006712618.1
P02763	NP_000598.2
P19652	NP_000599.1
Q6ZN50	XP_016884199.1
Q9BXB5	NP_001167531.1
Q9BXB5	NP_060254.2
Q9BXB4	NP_073613.2
B0YJ56	NP_542164.2
A0A2R8YDU7	XP_016883656.1
Q9BZF2	NP_665741.1
Q9NX31	NP_057554.4
Q9NX31	XP_011527153.1
Q9NX31	XP_011527155.1
Q9NX31	XP_016883362.1
Q9NPF4	NP_060277.1
Q9H4B0	NP_071748.2
Q9H4B0	XP_005246823.1
Q9H4B0	XP_006712748.1
Q9H4B0	XP_011509933.1
Q9H4B0	XP_016860165.1
Q9H4B0	XP_016860166.1
Q9H4B0	XP_016860167.1
Q9H4B0	XP_016860168.1
Q9H4B0	XP_016860169.1
Q9UJX0	NP_892026.1
Q9Y236	NP_001119583.1
Q9Y236	NP_004328.1
Q9Y236	XP_011515589.1
B5MCX1	NP_001306037.1
Q8TAX0	NP_660303.1
Q8TAX0	XP_006712005.1
P0C6T2	NP_001128165.1
A0A087WUD3	NP_001254746.1
Q92882	NP_036515.4
P61366	NP_937827.1
P61366	XP_016861792.1
Q05BM7	NP_001155155.1
Q05BM7	NP_653273.3
Q05BM7	NP_733764.1
A6NHN0	NP_001073909.1
Q7RTM1	NP_819056.1
Q7RTS6	NP_835454.1
Q7RTS6	XP_011523781.1
Q7RTS5	NP_001258934.1
Q7RTS5	NP_839947.1
Q9NRC9	NP_064542.1
Q8NHW6	NP_683764.1
Q8NHW6	XP_016858899.1
Q5XKR4	NP_115485.1
Q5VV17	NP_001138845.1
Q01804	NP_001096123.1
Q01804	NP_059963.1
Q01804	XP_005263136.1
Q7L8S5	NP_997203.1
Q9NUU6	NP_061891.1
P32242	NP_001186699.1
P32242	NP_055377.1
Q8WZ82	NP_543012.1
Q12889	NP_002548.3
Q9BRP0	NP_001290390.1
Q9BRP0	NP_001290391.1
Q9BRP0	NP_067043.2
Q2M1J6	NP_005006.3
I3L208	NP_001291924.1
I3L208	NP_001291928.1
C9JLB7	NP_001317599.1
C9JLB7	NP_001317600.1
C9JLB7	XP_006713468.1
C9JLB7	XP_016862974.1
X5D7M6	NP_000906.1
X5D7M6	XP_011527540.1
Q32MC3	NP_001269093.1
Q32MC3	NP_001269094.1
Q32MC3	NP_036358.2
Q32MC3	NP_057402.1
Q32MC3	NP_733782.1
Q32MC3	NP_733783.1
Q32MC3	NP_777361.1
Q32MC3	NP_777362.1
P56373	NP_002550.2
P56373	XP_011543371.1
P56373	XP_011543372.1
P47900	NP_002554.1
O00398	NP_001311147.1
O00398	NP_055314.1
O00398	NP_938147.1
Q96G91	NP_002557.2
Q9H244	NP_073625.1
Q9H244	NP_795345.1
Q9H244	XP_016862558.1
Q9BPV8	NP_795713.2
A5JUU3	NP_001074924.1
A5JUU3	NP_055694.3
A5JUU3	XP_005247979.1
A5JUU3	XP_005247980.1
A5JUU3	XP_011511642.1
A5JUU3	XP_016863072.1
Q86VZ1	NP_835230.1
Q86VZ1	XP_005274486.1
Q86VZ1	XP_005274835.1
Q86VZ1	XP_011543933.1
Q86VZ1	XP_011543934.1
Q86VZ1	XP_011544480.1
Q86VZ1	XP_011544481.1
Q8IVL5	NP_001127890.1
Q8IVL5	NP_060662.2
Q8IVL5	XP_011511257.1
Q8IVL6	NP_055077.2
Q92791	NP_006446.1
A0A087WWA1	NP_001315584.1
P13674	NP_000908.2
P13674	NP_001017962.1
P13674	NP_001136067.1
P13674	NP_001136068.1
Q9BRP4	NP_001254732.1
Q9BRP4	NP_001254733.1
Q9BRP4	NP_001254734.1
Q9BRP4	NP_001254735.1
Q9BRP4	NP_079431.1
Q96E09	NP_612206.4
Q7Z309	NP_001160071.1
Q7Z309	NP_001160072.1
Q7Z309	NP_001164227.1
Q7Z309	NP_001164228.1
Q7Z309	NP_660327.2
Q7Z309	XP_011529595.1
A0A2R8Y4Q6	XP_016884799.1
Q5JQF8	NP_001012995.1
Q5JQF8	NP_001035971.1
Q9H361	NP_112241.2
A6NDY0	NP_001073956.2
A6NDY0	NP_001281257.1
A6NDY0	XP_016878719.1
Q9H813	NP_001185791.1
Q9H813	NP_060722.2
Q6VY07	NP_060496.2
Q86VP3	NP_001094383.2
Q86VP3	NP_001230056.1
Q86VP3	NP_056012.2
Q5TZC3	NP_001186512.1
Q5TZC3	NP_065855.1
Q5TZC3	XP_011512843.1
Q6FIA3	NP_001171900.1
Q6FIA3	XP_005261376.1
Q9ULC6	NP_037490.2
Q9Y2J8	NP_031391.2
Q9ULW8	NP_057317.2
Q6TGC4	NP_997304.3
P68402	NP_001171675.1
P68402	NP_001171676.1
P68402	NP_001171677.1
P68402	NP_001296360.1
P68402	NP_002563.1
Q99487	NP_000428.2
Q99487	XP_006710733.1
Q9NWQ8	NP_060910.3
Q9NWQ8	XP_016869129.1
Q9NWQ8	XP_016869130.1
Q9NWQ8	XP_016869131.1
Q9NWQ8	XP_016869132.1
O75459	NP_003776.2
O75459	XP_011542300.1
Q5JRK9	NP_001015038.1
Q5JRK9	XP_011507295.1
Q5JRK9	XP_011529089.1
Q5JRK9	XP_016855447.1
Q5JRK9	XP_016855448.1
Q5JRK9	XP_016885002.1
Q5JUK9	NP_001017931.2
Q5JUK9	NP_001164723.1
Q5JUK9	NP_001290542.1
Q5JUK9	XP_016884771.1
O60829	NP_001305806.1
O60829	NP_008934.1
Q96GU1	NP_001013453.1
Q96GU1	NP_569734.2
Q9BTK6	NP_078792.1
Q9ULR5	NP_065192.1
Q9ULR5	XP_005264367.1
Q9ULR5	XP_005264368.1
Q9ULR5	XP_011531145.1
Q9NWT1	NP_060376.2
O75914	NP_001121638.1
O75914	NP_001121639.1
O75914	NP_001121640.1
O75914	NP_001121644.1
O75914	NP_001121645.1
O75914	NP_001311254.1
O75914	NP_001311255.1
O75914	NP_001311256.1
O75914	NP_001311257.1
O75914	NP_001311258.1
O75914	NP_001311259.1
O75914	NP_001311260.1
O75914	NP_001311261.1
O75914	NP_001311262.1
O75914	NP_001311263.1
O75914	NP_002569.1
O75914	XP_016885046.1
O75914	XP_016885050.1
O75914	XP_016885052.1
Q9P286	NP_065074.1
Q9P286	NP_817127.1
Q9P286	XP_016883449.1
Q9P286	XP_016883450.1
Q9P286	XP_016883451.1
Q9P286	XP_016883452.1
Q9P286	XP_016883453.1
Q9P286	XP_016883454.1
Q9NQU5	NP_001122100.1
Q9NQU5	NP_001122101.1
Q9NQU5	NP_001263646.1
Q9NQU5	NP_001263647.1
Q9NQU5	NP_064553.1
B2RTX2	NP_057165.3
A6NDB9	NP_001138500.1
A0A0S2Z5E7	NP_060204.1
Q8N3R9	NP_001243479.1
Q8N3R9	NP_071919.2
Q8N3R9	XP_005268060.1
Q8N3R9	XP_011535388.1
Q8N3R9	XP_011535389.1
Q96MN2	NP_604393.2
Q9H999	NP_078870.1
I0J062	NP_001280096.1
Q96RD7	NP_056183.2
Q96RD6	NP_001153772.1
Q96RD6	NP_443071.2
Q96QZ0	NP_443191.1
Q6QHF9	NP_690875.1
Q6QHF9	NP_997010.1
Q6QHF9	NP_997011.1
A4D1Z6	NP_064529.4
Q13219	NP_002572.2
Q9BXP8	NP_064714.2
Q9BXP8	NP_068755.2
Q9BXP8	XP_005245479.1
Q9BXP8	XP_011508159.1
Q9BXP8	XP_011508160.1
Q9BXP8	XP_016857512.1
Q9BXP8	XP_016857513.1
Q9BXP8	XP_016857514.1
Q5TB52	NP_004661.2
I3L1A2	NP_001271442.1
Q86WK9	NP_848509.1
Q86WK9	XP_005245802.1
Q86WK9	XP_005245803.1
Q86WK9	XP_011539163.1
Q86WK9	XP_011539164.1
Q6ZVX9	NP_940906.1
Q8TEW8	NP_001289698.1
Q8TEW8	NP_476518.4
Q8TEW8	NP_689739.4
Q8TEW8	NP_995585.2
Q9NPB6	NP_001032358.1
Q9NPB6	NP_058644.1
Q9BYG5	NP_115910.1
Q6UWI2	NP_056208.2
Q9NR21	NP_001273450.1
Q9NR21	NP_001273451.1
Q9NR21	NP_065100.2
Q9NR21	XP_005253768.1
Q9NR21	XP_011519272.1
Q9NR21	XP_011519273.1
Q9NR21	XP_011519275.1
Q9NR21	XP_016875159.1
Q9NR21	XP_016875160.1
Q460N3	NP_001106995.1
Q460N3	NP_001295249.1
Q460N3	NP_689828.1
Q8N5Y8	NP_001303872.1
Q8N5Y8	NP_001303873.1
Q8N5Y8	NP_060321.3
Q8IXQ6	NP_001139574.1
Q8IXQ6	NP_001139575.1
Q8IXQ6	NP_001139576.1
Q8IXQ6	NP_001139577.1
Q8IXQ6	NP_113646.2
Q8IXQ6	XP_005247877.1
Q8IXQ6	XP_016862793.1
Q8IXQ6	XP_016862794.1
Q8IXQ6	XP_016862795.1
Q7L3T8	NP_689481.2
Q9HBI1	NP_001003828.1
Q9HBI1	NP_001230314.1
Q9HBI1	NP_001230315.1
Q9HBI1	NP_037459.2
Q9HBI0	NP_001131077.1
Q9HBI0	NP_071424.1
Q9HBI0	XP_005261759.1
Q8IV76	NP_775764.2
Q8WXA2	NP_612151.1
Q6UY27	NP_997720.1
B3GLJ2	NP_001123355.3
P0C8F1	NP_001138346.1
Q86TB9	NP_689929.2
Q9HBE1	NP_055138.2
Q9HBE1	NP_114439.1
Q9HBE1	NP_114440.1
Q9HBE1	NP_114441.1
A0A087WXV5	NP_001244025.1
A0A1W2PPX4	XP_011514578.1
E7ERW5	NP_001267479.1
P23759	NP_001128726.1
P23759	NP_002575.1
P23759	NP_039236.1
Q9BUH6	NP_899064.1
A6NDF3	NP_001287817.1
Q96KB5	NP_001265874.1
Q96KB5	NP_060962.2
Q96KB5	XP_006716431.1
P30039	NP_001028255.1
P30039	NP_071412.2
P30039	XP_005270085.1
Q9GZY1	NP_067648.1
Q86U86	NP_060783.3
Q86U86	NP_851385.1
Q86U86	XP_016862237.1
Q86U86	XP_016862238.1
Q86U86	XP_016862239.1
Q86U86	XP_016862246.1
Q86U86	XP_016862247.1
P40424	NP_001191892.1
P40424	NP_002576.1
P40424	XP_005245286.1
P40425	NP_002577.2
Q96AQ6	NP_001304663.1
Q96AQ6	NP_001304664.1
Q96AQ6	NP_065385.2
P11498	NP_000911.2
P11498	NP_001035806.1
P11498	NP_071504.2
P11498	XP_005274088.1
P11498	XP_005274089.1
P11498	XP_006718641.1
P11498	XP_011543388.1
P11498	XP_016873357.1
P11498	XP_016873358.1
P11498	XP_016873359.1
P11498	XP_016873360.1
P11498	XP_016873361.1
A6NGG8	NP_001025054.1
P61457	NP_000272.1
P61457	NP_001276726.1
Q9H0N5	NP_115527.3
Q53SS8	NP_006187.2
Q08174	NP_001265542.1
Q08174	NP_001265544.1
Q08174	NP_002578.2
Q08174	NP_115796.2
Q9P2E7	NP_065866.1
Q9P2E7	NP_116586.1
Q9BZA7	NP_001161832.1
Q9BZA7	NP_001161833.1
Q9BZA7	NP_001161834.1
Q9BZA7	NP_001161835.1
Q9BZA7	NP_116750.1
Q9BZA7	NP_116751.1
Q9BZA7	XP_011529216.1
Q9BZA7	XP_016884911.1
O14917	NP_001035519.1
O14917	XP_005266414.1
B3KU71	NP_001098713.1
B3KU71	NP_065817.2
Q8N6Y1	NP_073754.2
Q8N6Y1	XP_016876197.1
O60245	NP_002580.2
O60245	NP_115832.1
O95206	NP_002581.2
O95206	NP_116567.1
Q5VT82	NP_001305303.1
Q9Y5I3	NP_061723.1
Q9Y5I3	NP_113598.1
Q9Y5I3	NP_113599.1
Q9UN75	NP_061726.1
Q9UN75	NP_114070.1
Q9Y5I0	NP_061727.1
Q9Y5I0	NP_114071.1
Q9Y5H9	NP_061728.1
Q9Y5H9	NP_113683.1
Q9Y5H9	NP_113684.1
Q9Y5H7	NP_061731.1
Q9Y5H7	NP_113689.1
Q9UN73	NP_061732.1
Q9UN73	NP_114036.1
Q9UN73	NP_114037.1
Q9UN72	NP_061733.1
Q9UN72	NP_114040.1
Q9Y5H5	NP_054724.1
Q9Y5H5	NP_114063.1
B2RNA7	NP_114088.2
Q9Y5F3	NP_037472.2
Q9UN67	NP_061753.1
Q9Y5F2	NP_061754.1
Q9Y5F0	NP_061756.1
Q9Y5E9	NP_061757.1
Q9Y5E5	NP_061761.1
Q9Y5E4	NP_056484.2
A0A096LNH7	NP_001290074.1
Q9UN66	NP_061993.3
Q9Y5H4	NP_061735.1
Q9Y5H4	NP_114382.1
Q9Y5H3	NP_061736.1
Q9Y5H3	NP_114479.1
Q9Y5H2	NP_061737.1
Q9Y5H2	NP_114480.1
Q9Y5H2	NP_114481.1
O60330	NP_003726.1
O60330	NP_115265.1
Q9Y5H1	NP_061738.1
Q9Y5H1	NP_114398.1
Q9Y5H0	NP_061739.2
Q9Y5H0	NP_114400.1
Q9Y5G9	NP_061740.2
Q9Y5G9	NP_114442.2
Q9Y5G8	NP_061741.1
Q9Y5G8	NP_114443.1
Q9Y5G7	NP_061742.1
Q9Y5G7	NP_114475.1
Q9Y5G6	NP_061743.1
Q9Y5G6	NP_114476.1
Q9Y5G5	NP_054723.1
Q9Y5G5	NP_114477.1
Q9Y5G4	NP_061744.1
Q9Y5G4	NP_114478.1
Q9Y5G3	NP_061745.1
Q9Y5G3	NP_115266.1
Q9Y5G2	NP_061746.1
Q9Y5G2	NP_115267.1
Q9UN71	NP_003727.1
Q9UN71	NP_115269.1
Q9Y5G0	NP_061748.1
Q9Y5G0	NP_115270.1
Q9Y5F9	NP_061749.1
Q9Y5F9	NP_115271.1
Q9Y5F8	NP_061750.1
Q9Y5F8	NP_115272.1
Q9UN70	NP_002579.2
Q9UN70	NP_115778.1
Q9BSM1	NP_116062.2
Q86SE9	NP_001243478.1
Q86SE9	NP_001244030.1
Q86SE9	NP_115749.2
Q86SE9	XP_011538573.1
Q86SE9	XP_016872265.1
Q5JVF3	NP_001120674.1
Q5JVF3	NP_001120675.1
Q5JVF3	NP_001245142.1
Q5JVF3	NP_001307584.1
Q5JVF3	NP_001307585.1
Q5JVF3	NP_001307586.1
Q5JVF3	NP_001307589.1
Q5JVF3	NP_060856.2
Q5JVF3	XP_016876153.1
Q9H4Z3	NP_071387.1
Q9H4Z3	XP_011527282.1
Q9H4Z3	XP_011527283.1
Q9H4Z3	XP_016883502.1
P35558	NP_002582.3
Q8WW12	NP_001307324.1
Q8WW12	NP_001307326.1
Q8WW12	NP_001307327.1
Q8WW12	NP_001307328.1
Q8WW12	NP_001307329.1
Q8WW12	NP_001307330.1
Q8WW12	NP_065090.1
Q9H6A9	NP_115599.2
Q15113	NP_002584.2
Q58A44	NP_001014442.2
Q58A44	NP_001335042.1
Q58A44	NP_001335043.1
P48539	NP_006189.2
A6NKN8	NP_001096036.1
Q9UHG2	NP_037403.1
P16519	NP_001188457.1
P16519	NP_001188458.1
P16519	NP_002585.2
P29122	NP_001278238.1
P29122	NP_002561.1
P29122	NP_612192.1
P29122	NP_612195.1
P29122	NP_612196.1
P29122	NP_612197.1
P29122	NP_612198.2
Q549N3	NP_067036.2
Q8NBM8	NP_001287983.1
Q8NBM8	NP_001287986.1
Q8NBM8	NP_076933.3
P20941	NP_002588.3
P20941	NP_072098.1
P20941	XP_011507905.1
Q9BQ51	NP_079515.2
Q16342	NP_001186391.1
Q16342	NP_001186392.1
Q16342	NP_001186393.1
Q16342	NP_002589.2
Q16342	NP_659005.1
Q9BRP1	NP_115722.1
Q53EL6	NP_055271.2
Q53EL6	NP_663314.1
O75340	NP_001254485.1
O75340	NP_001254486.1
O75340	NP_001254487.1
O75340	NP_001254488.1
O75340	NP_037364.1
Q8N8D1	NP_005698.1
Q13371	NP_005379.3
Q8N4E4	NP_689614.2
F6T1Q0	NP_001309106.1
P54750	NP_001003683.1
P54750	NP_001245242.1
P54750	NP_001245243.1
P54750	NP_005010.2
P54750	XP_016859784.1
P54750	XP_016859785.1
P54750	XP_016859786.1
P54750	XP_016859787.1
P54750	XP_016859788.1
P54750	XP_016859789.1
P54750	XP_016859790.1
P54750	XP_016859791.1
Q01064	NP_000915.1
Q01064	NP_001159447.1
Q01064	NP_001275697.1
Q01064	NP_001275698.1
Q01064	NP_001302463.1
Q01064	NP_001302464.1
Q14432	NP_000912.3
A7E2E5	NP_000913.2
P16499	NP_000431.2
P51160	NP_006195.3
P18545	NP_002593.1
P18545	XP_006722005.1
P18545	XP_016880224.1
P18545	XP_016880225.1
Q13956	NP_006196.1
Q13956	XP_016874920.1
Q9NP56	NP_061818.1
A0A0S2Z4T6	NP_002597.1
Q99988	NP_004855.2
Q9NRA1	NP_057289.1
Q9NRA1	XP_016863945.1
Q9GZP0	NP_079484.1
Q9GZP0	NP_149126.1
P16234	NP_001334758.1
P16234	NP_006197.1
P16234	XP_005265800.1
P29803	NP_005381.1
P11177	NP_000916.2
P11177	NP_001166939.1
P11177	NP_001302465.1
O00330	NP_001128496.1
O00330	NP_001159630.1
O00330	NP_003468.2
A0A499FI48	XP_006716248.1
Q15084	NP_001269633.1
Q15084	NP_001269634.1
Q15084	NP_001269635.1
Q15084	NP_001269636.1
Q15084	NP_005733.1
Q15120	NP_001135858.1
Q15120	NP_005382.1
A4D1H4	NP_002603.1
V9HW92	NP_066272.1
Q53GG5	NP_001107579.1
Q53GG5	NP_055291.2
P50479	NP_001124499.1
P50479	NP_003678.2
Q9P2J9	NP_001316857.1
Q9P2J9	NP_001316858.1
Q9P2J9	NP_001316859.1
Q9P2J9	NP_001316860.1
Q9P2J9	NP_001316861.1
Q9P2J9	NP_001316862.1
Q9P2J9	NP_001316863.1
Q9P2J9	NP_065837.1
Q9NUG6	NP_110442.1
Q9NTI5	NP_055847.1
Q9NTI5	XP_016875939.1
Q5T2R2	NP_001308907.1
Q5T2R2	NP_055132.2
Q86YH6	NP_065114.3
Q86YH6	XP_011534265.1
Q96GD0	NP_064711.1
Q5EBL8	NP_057568.1
Q5EBL8	XP_011529275.1
Q5EBL8	XP_016885057.1
O15018	NP_835260.2
O15018	XP_011512297.1
Q86UT5	NP_001161940.1
Q86UT5	NP_079067.3
Q86UT5	XP_011541302.1
Q86UT5	XP_011541303.1
Q86UT5	XP_011541304.1
Q76G19	NP_001290441.1
Q76G19	NP_001290442.1
Q76G19	NP_001290443.1
Q76G19	NP_001290444.1
Q76G19	NP_001290445.1
Q76G19	NP_115901.2
Q8NEN9	NP_776152.1
Q8IXQ8	NP_776167.2
Q8IXQ8	XP_006721092.1
Q13113	NP_005755.1
Q9UPQ7	NP_001290068.1
Q9UPQ7	NP_001290069.1
Q9UPQ7	NP_001290070.1
Q9UPQ7	NP_001290071.1
Q9UPQ7	NP_055824.1
B1AKZ4	NP_001284506.1
B1AKZ4	NP_003759.1
B1AKZ4	XP_006711662.1
Q6ZS72	NP_940934.1
P30086	NP_002558.1
Q96S96	NP_659399.2
Q96S96	XP_011542716.1
Q9BY49	NP_060911.2
Q9BY49	XP_011509780.1
A5PLL7	NP_001155977.1
A5PLL7	NP_954580.1
A5PLL7	NP_954673.1
A0A384MQX5	NP_036524.1
Q96FA3	NP_065702.2
Q96FA3	XP_011531296.1
Q96FA3	XP_016860009.1
Q9BRX2	NP_057030.3
E7EV54	NP_001265170.1
P56645	NP_001276790.1
P56645	NP_001276791.1
P56645	NP_001276792.1
P56645	NP_001276793.1
P56645	NP_058515.1
A0A1W2PR82	XP_011521082.1
Q5SV97	NP_001278295.1
Q5SV97	NP_001278296.1
Q5SV97	XP_016858072.1
Q5SV97	XP_016858073.1
Q96FX8	NP_071404.2
F6VXF5	NP_001269256.1
F6VXF5	NP_001269257.1
F6VXF5	XP_016884167.1
Q6UWS5	NP_001158283.1
Q96HA9	NP_001257468.1
Q96HA9	NP_001287810.1
Q96HA9	NP_542393.1
Q96HA9	XP_011526730.1
Q96HA9	XP_011526731.1
Q96HA9	XP_011526733.1
O00623	NP_000277.1
O75381	NP_004556.1
O75381	XP_011539882.1
P40855	NP_001180573.1
P40855	NP_002848.1
A0A024R100	NP_001121121.1
A0A024R100	NP_060399.1
Q13608	NP_000278.3
Q13608	NP_001303242.1
Q6FGN1	NP_000279.1
P02776	NP_002610.1
P10720	NP_002611.1
Q9UHV9	NP_036526.2
Q9UHV9	XP_011507926.1
Q9NQP4	NP_002614.2
Q99471	NP_002615.2
Q99471	NP_665904.1
P17858	NP_001002021.2
P17858	NP_002617.3
P60673	NP_001025057.1
P0DJD8	NP_001073275.1
P0DJD7	NP_001073276.1
P0DJD7	XP_016854970.1
P0DJD9	NP_055039.1
Q8N0Y7	NP_001025062.1
Q96HS1	NP_001164014.1
Q96HS1	NP_612642.2
Q9BRR3	NP_001290036.1
Q9BRR3	NP_001290037.1
Q9BRR3	NP_115718.1
Q9BRR3	XP_016870695.1
Q96JS3	NP_001171672.1
Q96JS3	NP_115896.1
Q96JS3	XP_016866850.1
Q6P3X8	NP_001017434.1
Q6P3X8	NP_733843.1
Q6P3X8	XP_011542461.1
Q6P3X8	XP_011542463.1
Q8N328	NP_736609.2
Q96DM1	NP_689808.2
Q8N414	NP_001245240.1
Q53XY6	NP_002623.2
P53609	NP_005014.2
P00558	NP_000282.1
P07205	NP_620061.2
A0A0K0K1K7	NP_036220.1
O75594	NP_005082.1
Q96LB9	NP_443123.1
Q96LB9	XP_011507421.1
Q96LB8	NP_065126.2
Q96LB8	XP_011508091.1
Q96LB8	XP_011508092.1
Q96LB8	XP_011508093.1
Q6PCE3	NP_775853.2
A6NDG6	NP_001035830.1
A6NFU8	NP_001096082.2
A6NFU8	NP_001161374.1
A6NFU8	XP_016877422.1
P06401	NP_000917.3
P06401	NP_001189403.1
P06401	NP_001258090.1
P06401	NP_001258091.1
Q6IB11	NP_006658.1
Q8IZ21	NP_001041648.1
Q8IZ21	NP_076412.3
Q8IZ21	XP_016857657.1
Q8IZ21	XP_016857662.1
Q9BSU1	NP_001307469.1
Q9BSU1	NP_001307470.1
Q9BSU1	NP_001307471.1
Q9BSU1	NP_001307472.1
Q9BSU1	NP_079463.2
Q9H814	NP_115553.2
P35232	NP_001268425.1
P35232	NP_001268426.1
P35232	NP_001268644.1
P35232	NP_002625.1
P35232	XP_016880252.1
